       2036.2840      -6.7608317      0.20910547       279830.73
       2036.2868      -6.6951670      0.20913798       279830.73
       2036.2882      -6.3601430      0.20914893       279830.73
       2036.2896      -7.1493478      0.20909360       279830.73
       2036.2910      -6.8708312      0.20911105       279830.73
       2036.2924      -7.4190421      0.20904422       279830.73
       2036.2938      -7.5845439      0.20906567       279830.73
       2036.2951      -7.3269105      0.20908313       279830.73
       2036.2965      -6.7447506      0.20908081       279830.73
       2036.2979      -7.4813566      0.20903966       279830.73
       2036.2993      -7.1215408      0.20911711       279830.73
       2036.3007      -7.0710639      0.20908659       279830.73
       2036.3021      -6.7856235      0.20911223       279830.73
       2036.3035      -7.1783832      0.20907683       279830.73
       2036.3049      -6.7639586      0.20909210       279830.73
       2036.3063      -7.3520373      0.20900049       279830.73
       2036.3076      -7.1653173      0.20905252       279830.73
       2036.3090      -7.5771734      0.20902814       279830.73
       2036.3104      -7.4251842      0.20903608       279830.73
       2036.3118      -7.6140261      0.20897782       279830.73
       2036.3132      -7.9346440      0.20901245       279830.73
       2036.3146      -6.9842927      0.20909264       279830.73
       2036.3160      -7.3644332      0.20907682       279830.73
       2036.3174      -7.8085633      0.20902316       279830.73
       2036.3188      -8.0291207      0.20900695       279830.73
       2036.3201      -7.9461465      0.20900213       279830.73
       2036.3215      -7.5494781      0.20903370       279830.73
       2036.3229      -7.5852140      0.20902822       279830.73
       2036.3243      -7.5116204      0.20905310       279830.73
       2036.3257      -7.9033751      0.20898667       279830.73
       2036.3271      -8.0372730      0.20898515       279830.73
       2036.3285      -7.5735998      0.20902221       279830.73
       2036.3299      -7.9833341      0.20898526       279830.73
       2036.3313      -7.8106851      0.20901245       279830.73
       2036.3326      -7.6641680      0.20901793       279830.73
       2036.3340      -7.6363610      0.20901595       279830.73
       2036.3354      -8.1705009      0.20895672       279830.73
       2036.3368      -8.2142773      0.20895519       279830.73
       2036.3382      -7.8149288      0.20901928       279830.73
       2036.3396      -8.4356165      0.20894243       279830.73
       2036.3410      -8.3658198      0.20896190       279830.73
       2036.3424      -7.9780854      0.20898794       279830.73
       2036.3438      -8.4300327      0.20897440       279830.73
       2036.3451      -8.6743769      0.20890933       279830.73
       2036.3465      -8.4503575      0.20891236       279830.73
       2036.3479      -7.7959441      0.20901141       279830.73
       2036.3493      -8.2637492      0.20894775       279830.73
       2036.3507      -8.2320336      0.20898209       279830.73
       2036.3521      -8.5165806      0.20893675       279830.73
       2036.3535      -8.3632513      0.20896889       279830.73
       2036.3549      -8.2883176      0.20895792       279830.73
       2036.3563      -8.3431499      0.20896447       279830.73
       2036.3576      -8.5262963      0.20895717       279830.73
       2036.3590      -8.0907652      0.20898007       279830.73
       2036.3604      -8.6691282      0.20891270       279830.73
       2036.3618      -8.5883874      0.20892708       279830.73
       2036.3632      -8.4874335      0.20893223       279830.73
       2036.3646      -8.6714733      0.20891090       279830.73
       2036.3660      -8.4150683      0.20895241       279830.73
       2036.3674      -8.3870380      0.20893755       279830.73
       2036.3688      -8.7302142      0.20891213       279830.73
       2036.3701      -8.8120717      0.20885971       279830.73
       2036.3715      -8.9267616      0.20891102       279830.73
       2036.3729      -9.1078979      0.20886331       279830.73
       2036.3743      -8.5698494      0.20892703       279830.73
       2036.3757      -8.7600313      0.20892975       279830.73
       2036.3771      -9.3602826      0.20882654       279830.73
       2036.3785      -8.9239697      0.20888703       279830.73
       2036.3799      -9.2797652      0.20887412       279830.73
       2036.3813      -9.3771455      0.20882928       279830.73
       2036.3826      -8.7689653      0.20890182       279830.73
       2036.3840      -9.0145379      0.20886586       279830.73
       2036.3854      -8.4242257      0.20894150       279830.73
       2036.3868      -8.9029749      0.20890228       279830.73
       2036.3882      -9.1713291      0.20886226       279830.73
       2036.3896      -8.5516464      0.20893173       279830.73
       2036.3910      -8.6470166      0.20891637       279830.73
       2036.3924      -8.6801840      0.20889233       279830.73
       2036.3938      -9.2564252      0.20886080       279830.73
       2036.3951      -9.1561413      0.20889034       279830.73
       2036.3965      -9.0378779      0.20889526       279830.73
       2036.3979      -9.1803747      0.20888234       279830.73
       2036.3993      -8.8634421      0.20881943       279830.73
       2036.4007      -8.8623253      0.20888987       279830.73
       2036.4021      -8.9732183      0.20888734       279830.73
       2036.4035      -9.5601802      0.20882029       279830.73
       2036.4049      -9.2677043      0.20883962       279830.73
       2036.4063      -8.3889365      0.20896183       279830.73
       2036.4076      -9.4088611      0.20886871       279830.73
       2036.4090      -9.5540381      0.20882866       279830.73
       2036.4104      -9.4531959      0.20881032       279830.73
       2036.4118      -9.4039474      0.20884702       279830.73
       2036.4132      -9.4782110      0.20883271       279830.73
       2036.4146      -9.6838041      0.20883936       279830.73
       2036.4160      -9.3888713      0.20880310       279830.73
       2036.4174      -9.4327595      0.20882387       279830.73
       2036.4188      -9.8432755      0.20879714       279830.73
       2036.4201      -9.0739488      0.20883399       279830.73
       2036.4215      -8.9123556      0.20887349       279830.73
       2036.4229      -9.1111365      0.20884833       279830.73
       2036.4243      -9.3574907      0.20885543       279830.73
       2036.4257      -9.2386689      0.20882950       279830.73
       2036.4271      -10.399080      0.20871614       279830.73
       2036.4285      -9.9043615      0.20878054       279830.73
       2036.4299      -9.8543313      0.20873210       279830.73
       2036.4313      -9.6358957      0.20881940       279830.73
       2036.4326      -10.235030      0.20874648       279830.73
       2036.4340      -9.8533262      0.20880111       279830.73
       2036.4354      -10.253680      0.20875552       279830.73
       2036.4368      -10.404776      0.20873663       279830.73
       2036.4382      -10.216939      0.20877440       279830.73
       2036.4396      -9.9679044      0.20875671       279830.73
       2036.4410      -10.166685      0.20875829       279830.73
       2036.4424      -9.8766662      0.20878813       279830.73
       2036.4438      -10.030777      0.20875956       279830.73
       2036.4451      -10.182096      0.20876130       279830.73
       2036.4465      -10.581222      0.20868283       279830.73
       2036.4479      -10.570389      0.20871777       279830.73
       2036.4493      -10.608805      0.20871340       279830.73
       2036.4507      -10.684521      0.20869795       279830.73
       2036.4521      -10.798987      0.20870016       279830.73
       2036.4535      -10.586582      0.20871082       279830.73
       2036.4549      -10.047305      0.20874659       279830.73
       2036.4563      -10.157193      0.20874684       279830.73
       2036.4576      -10.371162      0.20871430       279830.73
       2036.4590      -10.229558      0.20872252       279830.73
       2036.4604      -10.635607      0.20870751       279830.73
       2036.4618      -9.7927985      0.20876862       279830.73
       2036.4632      -10.569384      0.20870725       279830.73
       2036.4646      -10.822886      0.20867230       279830.73
       2036.4660      -10.223304      0.20870891       279830.73
       2036.4674      -10.335872      0.20872239       279830.73
       2036.4688      -10.408573      0.20873882       279830.73
       2036.4701      -10.423090      0.20872467       279830.73
       2036.4715      -10.912002      0.20867010       279830.73
       2036.4729      -10.732206      0.20871481       279830.73
       2036.4743      -11.095483      0.20870636       279830.73
       2036.4757      -10.175061      0.20871839       279830.73
       2036.4771      -10.791617      0.20866860       279830.73
       2036.4785      -11.339828      0.20860322       279830.73
       2036.4799      -10.741140      0.20870413       279830.73
       2036.4813      -10.672013      0.20869232       279830.73
       2036.4826      -10.916692      0.20866856       279830.73
       2036.4840      -11.593106      0.20861938       279830.73
       2036.4854      -10.517790      0.20872214       279830.73
       2036.4868      -11.094590      0.20866198       279830.73
       2036.4882      -10.725840      0.20870933       279830.73
       2036.4896      -10.457933      0.20871855       279830.73
       2036.4910      -11.159473      0.20864352       279830.73
       2036.4924      -10.890114      0.20867840       279830.73
       2036.4938      -10.864540      0.20866881       279830.73
       2036.4951      -11.335249      0.20862452       279830.73
       2036.4965      -10.651130      0.20869937       279830.73
       2036.4979      -10.934784      0.20866984       279830.73
       2036.4993      -11.080519      0.20864837       279830.73
       2036.5007      -11.418223      0.20863530       279830.73
       2036.5021      -11.050255      0.20864372       279830.73
       2036.5035      -11.285330      0.20863050       279830.73
       2036.5049      -11.500416      0.20861583       279830.73
       2036.5063      -11.172204      0.20864041       279830.73
       2036.5076      -10.965271      0.20866278       279830.73
       2036.5090      -11.370315      0.20862627       279830.73
       2036.5104      -10.476471      0.20870779       279830.73
       2036.5118      -11.239767      0.20864389       279830.73
       2036.5132      -10.988387      0.20868030       279830.73
       2036.5146      -10.756104      0.20867389       279830.73
       2036.5160      -11.028702      0.20868138       279830.73
       2036.5174      -11.284325      0.20866639       279830.73
       2036.5188      -11.023453      0.20864886       279830.73
       2036.5201      -11.048022      0.20865691       279830.73
       2036.5215      -10.996763      0.20868506       279830.73
       2036.5229      -11.375452      0.20861499       279830.73
       2036.5243      -11.397228      0.20865568       279830.73
       2036.5257      -11.310569      0.20862097       279830.73
       2036.5271      -10.953768      0.20867794       279830.73
       2036.5285      -11.302752      0.20864866       279830.73
       2036.5299      -11.222569      0.20864543       279830.73
       2036.5313      -10.945058      0.20866035       279830.73
       2036.5326      -11.451279      0.20861540       279830.73
       2036.5340      -11.387513      0.20862426       279830.73
       2036.5354      -11.688029      0.20861264       279830.73
       2036.5368      -11.897084      0.20856293       279830.73
       2036.5382      -11.169859      0.20863463       279830.73
       2036.5396      -11.681105      0.20860142       279830.73
       2036.5410      -11.100844      0.20863853       279830.73
       2036.5424      -11.741745      0.20856902       279830.73
       2036.5438      -11.731135      0.20859932       279830.73
       2036.5451      -11.410629      0.20860682       279830.73
       2036.5465      -11.335137      0.20863946       279830.73
       2036.5479      -11.442010      0.20861313       279830.73
       2036.5493      -11.412416      0.20860382       279830.73
       2036.5507      -11.599583      0.20861891       279830.73
       2036.5521      -11.326427      0.20862265       279830.73
       2036.5535      -11.258417      0.20863283       279830.73
       2036.5549      -10.552745      0.20871277       279830.73
       2036.5563      -11.377462      0.20862540       279830.73
       2036.5577      -10.750632      0.20866175       279830.73
       2036.5590      -11.393655      0.20862580       279830.73
       2036.5604      -11.252945      0.20865543       279830.73
       2036.5618      -11.457086      0.20861912       279830.73
       2036.5632      -11.472609      0.20861174       279830.73
       2036.5646      -11.578365      0.20860217       279830.73
       2036.5660      -11.796353      0.20859713       279830.73
       2036.5674      -11.531796      0.20859991       279830.73
       2036.5688      -11.337482      0.20863060       279830.73
       2036.5702      -11.524761      0.20860708       279830.73
