   1385.9537193     -1.1926656      0.0000063 
   1385.9551082    -14.5840797      0.0000063 
   1385.9564971    -11.5835266      0.0000063 
   1385.9578859     -3.1623251      0.0000063 
   1385.9592748     -1.5200344      0.0000063 
   1385.9606637      2.9050653      0.0000063 
   1385.9620526    -10.1480865      0.0000063 
   1385.9634415     -1.6933950      0.0000063 
   1385.9648303     -3.8101099      0.0000063 
   1385.9662192     -7.1860070      0.0000063 
   1385.9676081     -8.4606018      0.0000063 
   1385.9689970    -10.1285028      0.0000063 
   1385.9703858    -11.1256733      0.0000062 
   1385.9717747    -12.4399004      0.0000063 
   1385.9731636    -20.7057037      0.0000062 
   1385.9745525    -15.0801735      0.0000063 
   1385.9759414    -17.6656342      0.0000062 
   1385.9773302     -4.3858156      0.0000063 
   1385.9787191    -15.5113735      0.0000063 
   1385.9801080    -15.8054838      0.0000062 
   1385.9814969     -9.9764643      0.0000063 
   1385.9828857    -18.8944550      0.0000062 
   1385.9842746    -14.5106096      0.0000063 
   1385.9856635    -10.1585159      0.0000063 
   1385.9870524    -14.6304321      0.0000063 
   1385.9884413    -17.3666573      0.0000062 
   1385.9898301      4.1727071      0.0000063 
   1385.9912190    -25.0025196      0.0000062 
   1385.9926079    -12.4021225      0.0000063 
   1385.9939968    -18.4741478      0.0000062 
   1385.9953856    -13.3171329      0.0000063 
   1385.9967745    -21.0556698      0.0000063 
   1385.9981634    -20.5166988      0.0000062 
   1385.9995523    -22.6524162      0.0000062 
   1386.0009412    -22.3552933      0.0000062 
   1386.0023300    -16.5072708      0.0000062 
   1386.0037189    -17.2113743      0.0000062 
   1386.0051078    -20.8613319      0.0000062 
   1386.0064967    -16.7413540      0.0000062 
   1386.0078855    -12.7614746      0.0000062 
   1386.0092744     -8.8653803      0.0000063 
   1386.0106633    -15.3137932      0.0000062 
   1386.0120522     -7.6861572      0.0000063 
   1386.0134411     -6.3017054      0.0000063 
   1386.0148299    -18.1237183      0.0000062 
   1386.0162188    -11.8793755      0.0000062 
   1386.0176077    -14.8777266      0.0000062 
   1386.0189966    -11.0654144      0.0000062 
   1386.0203854    -21.2279854      0.0000062 
   1386.0217743    -14.2503366      0.0000062 
   1386.0231632    -15.8662062      0.0000062 
   1386.0245521    -14.4854631      0.0000062 
   1386.0259410    -14.6807251      0.0000063 
   1386.0273298    -13.3529406      0.0000062 
   1386.0287187    -18.1030922      0.0000062 
   1386.0301076    -23.5279121      0.0000062 
   1386.0314965    -22.6914711      0.0000062 
   1386.0328853     -8.4442625      0.0000063 
   1386.0342742    -14.1086121      0.0000062 
   1386.0356631    -21.9495888      0.0000062 
   1386.0370520    -14.6946316      0.0000062 
   1386.0384409    -20.9658604      0.0000062 
   1386.0398297    -14.7725048      0.0000062 
   1386.0412186    -14.3988991      0.0000063 
   1386.0426075    -24.7987995      0.0000062 
   1386.0439964    -17.3729134      0.0000062 
   1386.0453852    -16.9134388      0.0000062 
   1386.0467741    -13.9946995      0.0000062 
   1386.0481630     -9.2032948      0.0000063 
   1386.0495519    -20.1423950      0.0000062 
   1386.0509408     -9.6669416      0.0000063 
   1386.0523296     -9.2982025      0.0000063 
   1386.0537185    -23.0839634      0.0000062 
   1386.0551074    -17.2017536      0.0000062 
   1386.0564963    -15.1764717      0.0000062 
   1386.0578851    -20.4224854      0.0000062 
   1386.0592740    -19.3431530      0.0000062 
   1386.0606629    -20.8026981      0.0000062 
   1386.0620518    -20.2879448      0.0000062 
   1386.0634407     -8.3761234      0.0000062 
   1386.0648295    -20.3721924      0.0000062 
   1386.0662184     -8.8148556      0.0000063 
   1386.0676073    -26.1214828      0.0000062 
   1386.0689962    -15.3253813      0.0000063 
   1386.0703850    -16.6100597      0.0000063 
   1386.0717739    -19.0643387      0.0000062 
   1386.0731628     -6.6290741      0.0000063 
   1386.0745517     -9.6122446      0.0000063 
   1386.0759406    -11.1767778      0.0000063 
   1386.0773294     -5.9743366      0.0000063 
   1386.0787183    -21.4028530      0.0000062 
   1386.0801072    -20.8261051      0.0000062 
   1386.0814961     -5.7848682      0.0000063 
   1386.0828849     -9.2568321      0.0000063 
   1386.0842738    -21.9836578      0.0000062 
   1386.0856627     -7.9280043      0.0000063 
   1386.0870516    -19.2349186      0.0000062 
   1386.0884405    -12.1104460      0.0000062 
   1386.0898293    -17.3130016      0.0000063 
   1386.0912182    -14.5183735      0.0000062 
   1386.0926071    -11.0566072      0.0000063 
   1386.0939960    -23.5209599      0.0000062 
   1386.0953848     -9.6940575      0.0000063 
   1386.0967737    -16.1955452      0.0000063 
   1386.0981626    -16.1935749      0.0000063 
   1386.0995515    -21.6136436      0.0000062 
   1386.1009404    -16.3336773      0.0000062 
   1386.1023292    -10.1444941      0.0000063 
   1386.1037181    -19.4954224      0.0000062 
   1386.1051070    -15.7706041      0.0000062 
   1386.1064959      1.0066737      0.0000063 
   1386.1078847     -8.0683384      0.0000062 
   1386.1092736     -4.3984466      0.0000063 
   1386.1106625    -12.6824427      0.0000062 
   1386.1120514    -24.0214577      0.0000062 
   1386.1134403     -4.6234913      0.0000063 
   1386.1148291     -7.4831305      0.0000063 
   1386.1162180     -8.7628241      0.0000063 
   1386.1176069     -7.6860409      0.0000063 
   1386.1189958    -11.5035677      0.0000063 
   1386.1203846     -0.2171643      0.0000063 
   1386.1217735    -18.6683674      0.0000062 
   1386.1231624    -13.3646450      0.0000062 
   1386.1245513    -10.9998255      0.0000063 
   1386.1259401     -7.8175678      0.0000063 
   1386.1273290     -5.2673359      0.0000063 
   1386.1287179    -20.6206455      0.0000062 
   1386.1301068    -15.3832073      0.0000062 
   1386.1314957    -14.8316050      0.0000063 
   1386.1328845     -8.4979162      0.0000063 
   1386.1342734     -8.6797361      0.0000063 
   1386.1356623     -9.0642347      0.0000062 
   1386.1370512     -3.9504440      0.0000063 
   1386.1384400      0.1719700      0.0000063 
   1386.1398289    -11.2868662      0.0000063 
   1386.1412178     -6.3385563      0.0000063 
   1386.1426067     -5.0069470      0.0000063 
   1386.1439956    -10.1426401      0.0000063 
   1386.1453844     -6.2960272      0.0000063 
   1386.1467733      0.1931766      0.0000063 
   1386.1481622    -12.2344398      0.0000063 
   1386.1495511     -4.9677787      0.0000063 
   1386.1509399     -3.7651472      0.0000063 
   1386.1523288    -14.9702005      0.0000063 
   1386.1537177     -9.6380863      0.0000063 
   1386.1551066    -17.1792755      0.0000062 
   1386.1564955     -3.8003757      0.0000063 
   1386.1578843     -6.7555022      0.0000063 
   1386.1592732     -4.6464357      0.0000063 
   1386.1606621     -4.3206892      0.0000063 
   1386.1620510     -0.4810294      0.0000063 
   1386.1634398     -4.3625231      0.0000063 
   1386.1648287     -5.8194013      0.0000063 
   1386.1662176      2.1383848      0.0000063 
   1386.1676065     -8.2461023      0.0000063 
   1386.1689954      4.1920595      0.0000063 
   1386.1703842     -2.1518273      0.0000063 
   1386.1717731     -2.2525294      0.0000063 
   1386.1731620      0.0976892      0.0000063 
   1386.1745509     -1.1211659      0.0000063 
   1386.1759397      0.1654806      0.0000063 
   1386.1773286     -6.3347321      0.0000063 
   1386.1787175    -16.5316048      0.0000063 
   1386.1801064    -13.6643181      0.0000063 
   1386.1814952      5.6562386      0.0000063 
   1386.1828841     -0.3158965      0.0000063 
   1386.1842730     -5.7692242      0.0000063 
   1386.1856619      0.0431084      0.0000063 
   1386.1870508      1.3558285      0.0000063 
   1386.1884396    -16.7291870      0.0000063 
   1386.1898285     -2.9802732      0.0000063 
   1386.1912174    -12.5623884      0.0000063 
   1386.1926063      2.8818889      0.0000063 
   1386.1939951      2.0521681      0.0000063 
   1386.1953840     -5.0346432      0.0000063 
   1386.1967729    -12.7351694      0.0000063 
   1386.1981618     -1.4642948      0.0000063 
   1386.1995507      3.0611594      0.0000063 
   1386.2009395     -1.1317112      0.0000063 
   1386.2023284     -9.8104038      0.0000063 
   1386.2037173      0.8036470      0.0000063 
   1386.2051062      1.7760195      0.0000063 
   1386.2064950     -9.3896341      0.0000063 
   1386.2078839     -1.3843356      0.0000063 
   1386.2092728     -2.8671718      0.0000063 
   1386.2106617      4.0609961      0.0000063 
   1386.2120505     -3.4478602      0.0000063 
   1386.2134394      5.5212350      0.0000063 
   1386.2148283     -3.2036953      0.0000063 
   1386.2162172     -4.2661085      0.0000063 
   1386.2176061     -5.4547181      0.0000063 
   1386.2189949     -3.3590941      0.0000063 
   1386.2203838     -1.0305456      0.0000063 
   1386.2217727      7.1619034      0.0000063 
   1386.2231616     -0.0757873      0.0000063 
   1386.2245504      7.9458504      0.0000063 
   1386.2259393      3.2944314      0.0000063 
   1386.2273282     -2.6863945      0.0000063 
   1386.2287171    -13.9806776      0.0000062 
   1386.2301060      8.3419380      0.0000063 
   1386.2314948      2.8620729      0.0000063 
   1386.2328837     -7.2982974      0.0000063 
   1386.2342726     -1.8505321      0.0000063 
   1386.2356615    -13.7606163      0.0000063 
   1386.2370503      1.0600957      0.0000063 
   1386.2384392     -6.8068385      0.0000063 
   1386.2398281     -2.1680510      0.0000063 
   1386.2412170     -8.7229605      0.0000063 
   1386.2426058     -0.5825427      0.0000063 
   1386.2439947     -6.0458364      0.0000063 
   1386.2453836      0.6430335      0.0000063 
   1386.2467725      1.3933746      0.0000063 
   1386.2481614     -1.8900481      0.0000063 
   1386.2495502     -6.9294424      0.0000063 
   1386.2509391     13.2606983      0.0000063 
   1386.2523280     -1.0990323      0.0000063 
   1386.2537169      2.1131225      0.0000063 
   1386.2551057    -15.8548498      0.0000063 
   1386.2564946      0.9406205      0.0000063 
   1386.2578835     -8.8317738      0.0000063 
   1386.2592724      4.4751611      0.0000063 
   1386.2606613      4.8495784      0.0000063 
   1386.2620501      9.9522448      0.0000063 
   1386.2634390     15.2319803      0.0000063 
